Type	error	PC Date	PC Time	GPS date	gps time	latitude	longitude	equ temp	std val	CO2 mv	CO2 um/m	H2O mv	H2O mm/m	licor temp	licor press	 atm press	equ press	H2O flow	licor flow	equ pump	vent flow	atm cond	equ cond	drip 1	Aux. H2Oflow	cond temp	dry box temp	deck box temp	Fluke Temp2	Oxygen	Saturation	Optode Temp	WB Pressure	O2_Cal_status
STD3	0	30/08/18	20:00:15	//	20:00:16	59.3771	-0.2004	14.62	395.35	2256.10	394.23	-27.92	-0.17	31.94	1024.30	1020.85	-1.16	2.82	77.44	124.00	-53.17	9.89	9.89	9.89	2.45	5.00	25.94	31.32	14.476	321.809	101.424	14.657	1024.65	1
STD4	0	30/08/18	20:04:46	//	20:04:47	59.3849	-0.2356	14.60	519.92	2751.90	520.04	-28.21	-0.17	31.94	1024.40	1020.93	-1.22	2.85	79.73	124.00	-55.59	9.89	9.89	9.89	4.76	4.81	25.94	31.42	14.432	320.930	101.081	14.627	1024.66	1
ATM	0	30/08/18	20:09:16	//	20:09:17	59.3926	-0.2705	14.61	NaN	2265.40	396.87	209.20	1.37	31.95	1024.50	1020.82	-1.24	2.83	100.91	124.00	-55.06	9.89	9.89	9.89	4.20	4.75	26.00	31.53	14.470	319.550	100.691	14.647	1024.68	1
ATM	0	30/08/18	20:10:47	//	20:10:48	59.3952	-0.2822	14.62	NaN	2265.80	396.94	211.00	1.39	31.95	1024.50	1020.89	-1.35	2.82	102.65	124.00	-55.64	9.89	9.89	9.89	4.72	5.00	25.94	31.63	14.460	322.404	101.601	14.652	1024.64	1
ATM	0	30/08/18	20:12:17	//	20:12:18	59.3979	-0.2938	14.60	NaN	2265.60	396.88	211.62	1.39	31.94	1024.60	1021.01	-1.22	2.83	104.59	124.00	-55.71	9.89	9.89	9.89	2.33	5.06	25.94	31.63	14.420	321.692	101.328	14.630	1024.84	1
ATM	0	30/08/18	20:13:47	//	20:13:48	59.4006	-0.3054	14.54	NaN	2265.80	396.90	212.41	1.40	31.96	1024.60	1021.11	-1.12	2.85	100.67	124.00	-55.28	9.89	9.89	9.89	4.85	4.94	25.94	31.63	14.334	321.633	101.142	14.554	1024.63	1
ATM	0	30/08/18	20:15:17	//	20:15:18	59.4033	-0.3170	14.39	NaN	2266.10	396.88	212.79	1.40	31.96	1024.80	1021.27	-1.35	2.85	103.92	124.00	-52.87	9.89	9.89	9.89	4.43	4.75	25.94	31.74	14.117	326.771	102.400	14.394	1024.84	1
EQU	0	30/08/18	20:20:13	//	20:20:14	59.4123	-0.3549	14.11	NaN	1810.00	295.73	211.25	1.39	31.96	1024.80	1020.86	-1.18	2.82	86.72	124.00	-55.69	9.89	9.89	9.89	4.72	4.75	25.94	31.84	13.932	341.393	106.367	14.131	1024.75	1
EQU	0	30/08/18	20:21:46	//	20:21:47	59.4151	-0.3670	14.08	NaN	1786.40	290.89	212.00	1.39	31.96	1024.60	1021.15	-1.26	2.83	84.47	124.00	-55.77	9.89	9.89	9.89	5.21	4.75	25.94	31.84	13.931	341.985	106.514	14.115	1024.87	1
EQU	0	30/08/18	20:23:19	//	20:23:20	59.4179	-0.3790	14.11	NaN	1768.70	287.22	211.54	1.39	31.96	1024.80	1021.23	-1.22	2.83	87.16	124.00	-55.72	9.89	9.89	9.89	3.45	4.75	25.94	31.84	14.010	341.889	106.609	14.169	0.00	1
EQU	0	30/08/18	20:24:51	//	20:24:52	59.4208	-0.3908	14.19	NaN	1764.30	286.37	211.41	1.39	31.96	1024.60	1021.31	-1.23	2.83	87.59	124.00	-55.63	9.89	9.89	9.89	2.84	4.62	25.94	31.94	14.054	341.151	106.522	14.230	1024.92	1
EQU	0	30/08/18	20:26:24	//	20:26:25	59.4236	-0.4028	14.22	NaN	1770.80	287.75	211.00	1.39	31.96	1024.50	1021.21	-1.26	2.83	86.72	124.00	-55.61	9.89	9.89	9.89	4.59	4.69	25.94	32.05	14.072	340.142	106.268	14.256	1024.99	1
EQU	0	30/08/18	20:27:56	//	20:27:57	59.4265	-0.4146	14.22	NaN	1777.60	289.14	210.25	1.38	31.97	1024.50	1021.29	-1.39	2.84	86.51	124.00	-54.56	9.89	9.89	9.89	0.98	4.94	25.94	32.05	14.062	340.266	106.302	14.254	1024.83	1
EQU	0	30/08/18	20:29:29	//	20:29:30	59.4294	-0.4265	14.22	NaN	1782.10	290.00	210.25	1.38	31.96	1024.60	1021.27	-1.26	2.85	85.33	124.00	-54.59	9.89	9.89	9.89	4.97	5.12	25.94	32.05	14.086	340.720	106.459	14.260	1024.71	1
EQU	0	30/08/18	20:31:02	//	20:31:03	59.4323	-0.4385	14.25	NaN	1784.30	290.49	209.66	1.38	31.97	1024.50	1021.04	-1.26	2.83	87.81	124.00	-54.55	9.89	9.89	9.89	4.84	5.00	25.94	32.15	14.116	341.870	106.889	14.291	1024.91	1
EQU	0	30/08/18	20:32:34	//	20:32:35	59.4353	-0.4503	14.28	NaN	1788.30	291.32	209.41	1.38	31.96	1024.50	1021.31	-1.25	2.84	86.94	124.00	5.44	9.89	9.89	9.89	3.35	4.81	25.94	32.15	14.150	340.540	106.544	14.321	1024.96	1
EQU	0	30/08/18	20:34:07	//	20:34:08	59.4382	-0.4623	14.30	NaN	1794.00	292.46	209.29	1.38	31.96	1024.60	1021.20	-1.22	2.85	87.59	124.00	102.77	9.89	9.89	9.89	3.98	4.69	25.94	32.15	14.154	339.541	106.266	14.336	1024.92	1
EQU	0	30/08/18	20:35:39	//	20:35:40	59.4411	-0.4741	14.31	NaN	1801.80	294.12	209.58	1.38	31.97	1024.50	1021.13	-1.35	2.85	86.18	124.00	251.48	9.89	9.89	9.89	4.38	4.75	25.94	32.26	14.143	337.946	105.781	14.342	1024.89	1
EQU	0	30/08/18	20:37:12	//	20:37:13	59.4441	-0.4858	14.28	NaN	1810.20	295.84	209.79	1.38	31.97	1024.50	1021.10	-1.23	2.84	86.67	124.00	190.41	9.89	9.89	9.89	5.04	4.62	25.94	32.26	14.117	336.997	105.415	14.312	1024.76	1
EQU	0	30/08/18	20:38:45	//	20:38:46	59.4471	-0.4976	14.28	NaN	1813.20	296.47	208.87	1.37	31.97	1024.60	1021.11	-1.26	2.82	87.70	124.00	156.71	9.89	9.89	9.89	2.35	4.62	25.94	32.36	14.140	337.489	105.588	14.321	1024.64	1
EQU	0	30/08/18	20:40:17	//	20:40:18	59.4500	-0.5091	14.30	NaN	1817.70	297.46	208.75	1.37	31.97	1024.40	1021.28	-1.23	2.84	87.64	124.00	8.03	9.89	9.89	9.89	4.07	4.81	25.94	32.36	14.165	337.993	105.786	14.338	1024.92	1
EQU	0	30/08/18	20:41:50	//	20:41:51	59.4530	-0.5209	14.32	NaN	1825.40	298.94	208.50	1.37	31.97	1024.70	1021.09	-1.26	2.85	84.90	124.00	-55.50	9.89	9.89	9.89	2.53	5.06	25.94	32.36	14.130	336.925	105.476	14.348	1024.75	1
EQU	0	30/08/18	20:43:22	//	20:43:23	59.4560	-0.5324	14.26	NaN	1833.00	300.60	208.33	1.37	31.97	1024.50	1021.18	-1.24	2.85	85.01	124.00	-55.56	9.89	9.89	9.89	3.31	5.12	25.94	32.36	14.129	336.870	105.347	14.300	1024.97	1
EQU	0	30/08/18	20:44:55	//	20:44:56	59.4589	-0.5442	14.29	NaN	1830.60	300.07	207.79	1.36	31.98	1024.60	1021.29	-1.22	2.83	88.19	124.00	-52.51	9.89	9.89	9.89	4.70	4.81	25.94	32.47	14.147	337.493	105.603	14.326	1024.75	1
EQU	0	30/08/18	20:46:28	//	20:46:29	59.4619	-0.5561	14.28	NaN	1828.30	299.60	208.00	1.37	31.97	1024.60	1021.29	-1.31	2.85	86.35	124.00	-52.54	9.89	9.89	9.89	3.98	4.69	25.94	32.47	14.107	337.744	105.647	14.312	1024.91	1
EQU	0	30/08/18	20:48:00	//	20:48:01	59.4646	-0.5679	14.24	NaN	1822.40	298.25	208.50	1.37	31.98	1024.90	1021.07	-1.36	2.83	85.59	124.00	-52.53	9.89	9.89	9.89	3.29	4.75	25.94	32.47	14.078	338.916	105.912	14.268	1024.84	1
EQU	0	30/08/18	20:49:34	//	20:49:35	59.4675	-0.5799	14.24	NaN	1810.10	295.79	208.54	1.37	31.98	1024.60	1021.18	-1.26	2.85	88.90	124.00	-55.62	9.89	9.89	9.89	3.51	4.81	25.94	32.57	14.121	339.246	106.059	14.287	0.00	1
EQU	0	30/08/18	20:51:07	//	20:51:08	59.4703	-0.5918	14.28	NaN	1807.40	295.14	208.54	1.37	31.97	1024.80	1021.21	-1.29	2.85	87.37	124.00	-53.17	9.89	9.89	9.89	4.19	4.69	25.87	32.57	14.140	339.061	106.076	14.319	1024.72	1
EQU	0	30/08/18	20:52:39	//	20:52:40	59.4731	-0.6036	14.30	NaN	1810.00	295.73	208.37	1.37	31.97	1024.70	1021.04	-1.33	2.85	84.58	124.00	-53.19	9.89	9.89	9.89	2.97	4.69	25.87	32.68	14.172	337.759	105.726	14.344	1024.84	1
EQU-DRAIN	0	30/08/18	20:54:12	//	20:54:13	59.4759	-0.6155	14.32	NaN	1810.80	295.89	208.08	1.37	31.97	1024.80	1021.12	-1.23	2.84	87.16	124.00	-55.57	9.89	9.89	9.89	4.00	4.81	25.87	32.68	14.185	338.151	105.888	14.361	1024.82	1
EQU	0	30/08/18	20:56:05	//	20:56:06	59.4793	-0.6299	14.35	NaN	1810.10	295.79	208.66	1.37	31.97	1024.60	1021.39	-1.17	2.85	88.79	124.00	-18.36	9.89	9.89	9.89	5.00	4.75	25.87	32.68	14.217	337.397	105.711	14.386	1024.94	1
EQU	0	30/08/18	20:57:38	//	20:57:39	59.4822	-0.6419	14.37	NaN	1810.10	295.76	208.66	1.37	31.96	1024.70	1021.21	-1.31	2.86	85.59	124.00	-18.38	9.89	9.89	9.89	4.49	4.94	25.87	32.78	14.248	336.990	105.649	14.415	1025.19	1
EQU	0	30/08/18	20:59:11	//	20:59:12	59.4849	-0.6537	14.40	NaN	1811.90	296.06	208.54	1.37	31.97	1024.90	1021.29	-1.28	2.85	87.26	124.00	-18.40	9.89	9.89	9.89	4.35	5.12	25.87	32.78	14.265	337.030	105.730	14.444	1024.89	1
EQU	0	30/08/18	21:00:43	//	21:00:44	59.4877	-0.6656	14.41	NaN	1812.80	296.34	208.54	1.37	31.96	1024.60	1021.43	-1.33	2.85	86.45	124.00	-55.66	9.89	9.89	9.89	3.24	4.81	25.87	32.89	14.242	336.972	105.701	14.440	1024.94	1
EQU	0	30/08/18	21:02:16	//	21:02:17	59.4905	-0.6776	14.39	NaN	1812.10	296.12	208.37	1.37	31.96	1024.80	1021.19	-1.25	2.83	86.78	124.00	-55.56	9.89	9.89	9.89	2.74	4.75	25.87	32.89	14.238	337.265	105.756	14.424	1024.92	1
EQU	0	30/08/18	21:03:48	//	21:03:49	59.4932	-0.6893	14.39	NaN	1810.80	295.83	208.62	1.37	31.96	1024.90	1021.21	-1.23	2.84	87.21	124.00	-55.57	9.89	9.89	9.89	3.76	4.69	25.87	32.89	14.236	336.913	105.642	14.422	1024.97	1
EQU	0	30/08/18	21:05:21	//	21:05:22	59.4960	-0.7013	14.38	NaN	1811.80	296.07	208.16	1.37	31.96	1024.80	1021.23	-1.18	2.82	86.78	124.00	-55.61	9.89	9.89	9.89	3.51	4.69	25.87	32.89	14.237	336.891	105.628	14.419	1024.74	1
EQU	0	30/08/18	21:06:54	//	21:06:54	59.4988	-0.7130	14.38	NaN	1815.50	296.86	208.16	1.37	31.95	1024.70	1021.12	-1.24	2.83	87.70	124.00	-55.73	9.89	9.89	9.89	3.51	4.62	25.87	32.99	14.240	336.459	105.488	14.417	1024.93	1
EQU	0	30/08/18	21:08:26	//	21:08:27	59.5017	-0.7250	14.40	NaN	1821.60	298.11	208.75	1.37	31.94	1024.80	1021.23	-1.23	2.82	87.10	124.00	-55.74	9.89	9.89	9.89	4.37	4.75	25.87	32.99	14.276	335.776	105.333	14.443	1025.01	1
EQU	0	30/08/18	21:09:59	//	21:10:00	59.5044	-0.7369	14.41	NaN	1834.00	300.69	208.33	1.37	31.94	1024.70	1021.25	-1.20	2.85	86.94	124.00	-55.78	9.89	9.89	9.89	3.82	5.06	25.81	32.99	14.273	335.088	105.134	14.450	1025.23	1
EQU	0	30/08/18	21:11:31	//	21:11:32	59.5072	-0.7486	14.41	NaN	1849.10	303.86	208.95	1.37	31.94	1024.70	1021.36	-1.24	2.85	86.18	124.00	-55.79	9.89	9.89	9.89	4.84	5.06	25.81	33.10	14.170	333.773	104.686	14.434	1025.14	1
EQU	0	30/08/18	21:13:04	//	21:13:05	59.5099	-0.7604	14.25	NaN	1861.30	306.35	208.50	1.37	31.94	1024.90	1020.93	-1.30	2.82	86.67	124.00	-55.55	9.89	9.89	9.89	3.67	4.81	25.81	33.10	13.871	336.718	105.106	14.216	1024.87	1
EQU	0	30/08/18	21:14:37	//	21:14:37	59.5126	-0.7720	14.04	NaN	1823.40	298.46	208.37	1.37	31.93	1024.70	1021.15	-1.26	2.82	85.59	124.00	-54.87	9.89	9.89	9.89	5.17	4.69	25.81	33.10	13.820	344.771	107.217	14.045	1024.89	1
EQU	0	30/08/18	21:16:09	//	21:16:10	59.5152	-0.7838	13.98	NaN	1766.60	286.77	208.29	1.37	31.92	1024.70	1021.24	-1.15	2.81	87.16	124.00	-54.86	9.89	9.89	9.89	4.54	4.75	25.87	33.10	13.821	349.515	108.622	14.016	1024.85	1
EQU	0	30/08/18	21:17:42	//	21:17:43	59.5179	-0.7955	13.98	NaN	1733.50	280.04	208.04	1.37	31.92	1024.70	1021.41	-1.21	2.83	88.13	124.00	-55.03	9.89	9.89	9.89	3.60	4.69	25.81	33.20	13.820	351.872	109.351	14.015	1025.06	1
EQU	0	30/08/18	21:19:14	//	21:19:15	59.5206	-0.8071	13.98	NaN	1717.90	276.97	208.29	1.37	31.92	1024.50	1021.30	-1.22	2.83	87.16	124.00	-55.71	9.89	9.89	9.89	3.94	4.62	25.75	33.20	13.814	352.781	109.628	14.012	1024.78	1
EQU	0	30/08/18	21:20:47	//	21:20:48	59.5232	-0.8187	13.97	NaN	1710.60	275.46	208.45	1.37	31.91	1024.60	1021.32	-1.32	2.81	84.69	124.00	-55.71	9.89	9.89	9.89	2.45	4.69	25.81	33.20	13.811	352.972	109.668	14.004	1024.90	1
EQU	0	30/08/18	21:22:20	//	21:22:20	59.5258	-0.8301	13.99	NaN	1705.50	274.42	208.66	1.37	31.92	1024.60	1021.38	-1.26	2.82	87.05	124.00	-55.72	9.89	9.89	9.89	3.55	4.87	25.81	33.20	13.842	352.482	109.563	14.023	1025.00	1
EQU	0	30/08/18	21:23:52	//	21:23:53	59.5285	-0.8419	14.00	NaN	1699.00	273.09	208.83	1.37	31.91	1024.70	1021.27	-1.20	2.80	86.88	124.00	-55.62	9.89	9.89	9.89	4.45	5.12	25.81	33.20	13.844	352.417	109.582	14.040	1025.04	1
EQU	0	30/08/18	21:25:25	//	21:25:26	59.5312	-0.8537	14.00	NaN	1693.80	272.08	208.91	1.37	31.90	1024.60	1021.45	-1.26	2.81	86.94	124.00	-55.62	9.89	9.89	9.89	3.25	4.94	25.81	33.31	13.845	352.808	109.698	14.038	1024.93	1
EQU	0	30/08/18	21:26:57	//	21:26:58	59.5339	-0.8654	14.00	NaN	1690.60	271.36	208.62	1.37	31.89	1024.80	1021.24	-1.23	2.82	87.26	124.00	-55.71	9.89	9.89	9.89	3.55	4.75	25.75	33.31	13.842	352.383	109.563	14.036	1024.95	1
EQU	0	30/08/18	21:28:30	//	21:28:31	59.5365	-0.8772	13.98	NaN	1689.30	271.14	208.70	1.37	31.89	1024.70	1021.26	-1.35	2.83	87.92	124.00	-55.67	9.89	9.89	9.89	4.47	4.69	25.75	33.31	13.825	352.198	109.464	14.019	1024.92	1
EQU	0	30/08/18	21:30:02	//	21:30:03	59.5392	-0.8889	13.99	NaN	1688.70	270.98	208.37	1.37	31.89	1024.80	1021.14	-1.29	2.83	86.45	124.00	-55.73	9.89	9.89	9.89	4.08	4.75	25.81	33.31	13.845	351.779	109.358	14.029	1024.96	1
EQU	0	30/08/18	21:31:35	//	21:31:36	59.5418	-0.9007	14.00	NaN	1689.70	271.14	208.91	1.37	31.88	1024.90	1021.20	-1.29	2.83	85.97	124.00	-55.76	9.89	9.89	9.89	2.81	4.62	25.81	33.31	13.852	351.805	109.396	14.042	1024.95	1
EQU	0	30/08/18	21:33:08	//	21:33:09	59.5445	-0.9125	14.01	NaN	1689.50	271.21	208.87	1.37	31.87	1024.60	1021.39	-1.18	2.82	88.13	124.00	-55.67	9.89	9.89	9.89	2.90	4.62	25.75	33.41	13.837	351.540	109.313	14.042	1025.05	1
EQU	0	30/08/18	21:34:40	//	21:34:41	59.5471	-0.9243	13.98	NaN	1697.80	272.76	208.62	1.37	31.87	1024.80	1021.02	-1.29	2.80	88.68	124.00	-54.36	9.89	9.89	9.89	3.25	4.75	25.75	33.41	13.823	350.914	109.054	14.015	1024.93	1
EQU	0	30/08/18	21:36:13	//	21:36:14	59.5498	-0.9362	13.98	NaN	1715.30	276.28	208.41	1.37	31.86	1024.80	1021.17	-1.28	2.81	86.02	124.00	-54.33	9.89	9.89	9.89	4.80	5.06	25.75	33.41	13.843	350.329	108.887	14.021	1024.95	1
EQU	0	30/08/18	21:37:45	//	21:37:46	59.5524	-0.9480	13.99	NaN	1723.90	277.98	208.12	1.37	31.86	1024.90	1021.10	-1.18	2.81	87.86	124.00	-54.36	9.89	9.89	9.89	2.53	5.06	25.69	33.41	13.817	351.194	109.176	14.029	1025.22	1
EQU	0	30/08/18	21:39:18	//	21:39:19	59.5551	-0.9596	13.97	NaN	1723.50	277.92	208.50	1.37	31.86	1024.80	1021.37	-1.23	2.81	86.72	124.00	-32.31	9.89	9.89	9.89	3.39	4.81	25.75	33.41	13.809	350.134	108.797	14.009	1025.24	1
EQU	0	30/08/18	21:40:51	//	21:40:51	59.5577	-0.9712	13.95	NaN	1726.90	278.62	208.54	1.37	31.85	1024.70	1021.36	-1.27	2.83	86.51	124.00	-32.32	9.89	9.89	9.89	4.59	4.69	25.75	33.52	13.781	349.543	108.573	13.991	1024.97	1
EQU	0	30/08/18	21:42:24	//	21:42:25	59.5604	-0.9831	13.89	NaN	1744.20	282.10	208.91	1.37	31.84	1024.80	1021.25	-1.24	2.80	88.90	124.00	-32.31	9.89	9.89	9.89	3.43	4.75	25.75	33.52	13.699	348.777	108.161	13.919	1024.87	1
EQU	0	30/08/18	21:43:56	//	21:43:57	59.5632	-0.9947	13.86	NaN	1797.40	293.00	208.50	1.37	31.84	1024.70	1021.22	-1.22	2.80	89.94	124.00	-55.65	9.89	9.89	9.89	3.45	4.69	25.69	33.52	13.707	346.388	107.361	13.894	1025.02	1
EQU	0	30/08/18	21:45:28	//	21:45:29	59.5658	-1.0062	13.88	NaN	1847.10	303.33	209.04	1.37	31.82	1024.70	1021.14	-1.27	2.81	87.32	124.00	-55.65	9.89	9.89	9.89	2.69	4.62	25.69	33.52	13.746	343.159	106.432	13.924	1024.83	1
EQU	0	30/08/18	21:47:01	//	21:47:02	59.5685	-1.0179	13.91	NaN	1872.10	308.63	208.87	1.37	31.82	1024.50	1021.26	-1.33	2.82	86.56	124.00	-24.80	9.89	9.89	9.89	2.49	4.87	25.75	33.52	13.764	341.939	106.113	13.950	1024.82	1
EQU	0	30/08/18	21:48:35	//	21:48:36	59.5713	-1.0297	13.92	NaN	1883.20	310.94	208.95	1.37	31.81	1024.60	1021.25	-1.31	2.80	86.78	124.00	49.61	9.89	9.89	9.89	5.09	5.12	25.75	33.62	13.778	340.648	105.748	13.965	1025.08	1
EQU	0	30/08/18	21:50:08	//	21:50:08	59.5740	-1.0414	13.93	NaN	1885.10	311.26	208.87	1.37	31.81	1024.80	1021.06	-1.22	2.82	86.88	124.00	49.61	9.89	9.89	9.89	3.25	4.94	25.69	33.62	13.780	340.570	105.744	13.974	1025.04	1
EQU	0	30/08/18	21:51:40	//	21:51:41	59.5767	-1.0532	13.92	NaN	1883.60	311.04	208.95	1.37	31.80	1024.50	1021.10	-1.24	2.82	88.24	124.00	18.88	9.89	9.89	9.89	3.68	4.75	25.62	33.62	13.748	340.499	105.668	13.950	1024.82	1
EQU	0	30/08/18	21:53:13	//	21:53:14	59.5795	-1.0649	13.89	NaN	1884.80	311.22	208.87	1.37	31.80	1024.70	1021.05	-1.35	2.81	85.54	124.00	-55.50	9.89	9.89	9.89	4.05	4.69	25.69	33.62	13.732	339.820	105.410	13.930	1024.87	1
EQU-DRAIN	0	30/08/18	21:54:45	//	21:54:46	59.5822	-1.0765	13.89	NaN	1886.80	311.72	208.62	1.37	31.80	1024.60	1021.09	-1.32	2.81	87.53	124.00	-55.43	9.89	9.89	9.89	3.78	4.75	25.69	33.62	13.747	339.742	105.385	13.930	1024.68	1
EQU	0	30/08/18	21:56:39	//	21:56:40	59.5856	-1.0908	13.91	NaN	1895.20	313.50	209.00	1.37	31.78	1024.50	1021.07	-1.31	2.83	89.56	124.00	-55.43	9.89	9.89	9.89	4.55	4.69	25.62	33.62	13.756	339.190	105.252	13.946	1024.75	1
EQU	0	30/08/18	21:58:11	//	21:58:12	59.5883	-1.1023	13.90	NaN	1903.00	315.22	208.62	1.37	31.78	1024.40	1021.26	-1.27	2.80	87.26	124.00	-55.43	9.89	9.89	9.89	3.74	4.75	25.69	33.73	13.746	338.546	105.043	13.942	1024.87	1
EQU	0	30/08/18	21:59:44	//	21:59:45	59.5911	-1.1139	13.90	NaN	1909.80	316.66	209.08	1.37	31.77	1024.40	1021.38	-1.24	2.81	87.64	124.00	-55.39	9.89	9.89	9.89	3.51	4.56	25.62	33.73	13.746	338.159	104.918	13.940	1025.02	1
EQU	0	30/08/18	22:01:17	//	22:01:17	59.5939	-1.1252	13.90	NaN	1914.90	317.57	208.87	1.37	31.76	1024.80	1021.01	-1.25	2.81	87.37	124.00	-55.38	9.89	9.89	9.89	4.46	4.87	25.69	33.73	13.734	338.079	104.876	13.933	1024.52	1
EQU	0	30/08/18	22:02:49	//	22:02:50	59.5965	-1.1366	13.88	NaN	1917.50	318.18	209.37	1.37	31.76	1024.60	1021.08	-1.12	2.80	85.49	124.00	-55.40	9.89	9.89	9.89	4.09	5.12	25.62	33.73	13.717	338.168	104.866	13.916	1024.74	1
EQU	0	30/08/18	22:04:22	//	22:04:23	59.5993	-1.1482	13.87	NaN	1919.40	318.52	209.37	1.37	31.75	1024.80	1021.30	-1.25	2.82	87.37	124.00	-55.39	9.89	9.89	9.89	3.58	4.94	25.62	33.83	13.714	337.595	104.671	13.909	1024.83	1
EQU	0	30/08/18	22:05:54	//	22:05:55	59.6020	-1.1598	13.87	NaN	1921.20	319.03	209.20	1.37	31.75	1024.40	1021.34	-1.17	2.82	86.62	124.00	-55.44	9.89	9.89	9.89	4.31	4.69	25.62	33.83	13.716	338.255	104.870	13.907	1025.02	1
EQU	0	30/08/18	22:07:27	//	22:07:28	59.6049	-1.1716	13.87	NaN	1923.70	319.39	209.16	1.37	31.73	1024.80	1021.21	-1.14	2.83	85.27	124.00	-55.42	9.89	9.89	9.89	3.51	4.69	25.62	33.83	13.719	337.890	104.771	13.912	1025.22	1
EQU	0	30/08/18	22:08:59	//	22:09:00	59.6076	-1.1830	13.87	NaN	1925.00	319.61	209.54	1.38	31.74	1025.00	1021.01	-1.31	2.83	86.29	124.00	-55.37	9.89	9.89	9.89	4.39	4.75	25.62	33.83	13.719	338.077	104.818	13.908	1025.16	1
EQU	0	30/08/18	22:10:32	//	22:10:33	59.6103	-1.1942	13.88	NaN	1922.50	319.29	209.08	1.37	31.73	1024.40	1021.44	-1.16	2.81	86.51	124.00	-55.34	9.89	9.89	9.89	3.98	4.62	25.62	33.83	13.728	338.048	104.828	13.916	1025.16	1
EQU	0	30/08/18	22:12:05	//	22:12:05	59.6130	-1.2050	13.88	NaN	1920.00	318.64	209.20	1.37	31.72	1024.70	1021.29	-1.14	2.82	86.29	124.00	-55.40	9.89	9.89	9.89	3.61	4.75	25.62	33.83	13.727	337.181	104.576	13.924	1025.01	1
EQU	0	30/08/18	22:13:37	//	22:13:38	59.6157	-1.2163	13.87	NaN	1919.30	318.47	209.66	1.38	31.71	1024.70	1021.45	-1.21	2.81	88.73	124.00	-55.46	9.89	9.89	9.89	3.23	5.12	25.56	33.94	13.717	337.365	104.605	13.911	1025.06	1
EQU	0	30/08/18	22:15:10	//	22:15:11	59.6184	-1.2276	13.87	NaN	1918.40	318.20	209.70	1.38	31.70	1024.90	1021.01	-1.29	2.82	88.02	124.00	-55.52	9.89	9.89	9.89	2.84	4.94	25.62	33.83	13.717	338.256	104.868	13.906	0.00	1
EQU	0	30/08/18	22:16:42	//	22:16:43	59.6211	-1.2386	13.88	NaN	1909.20	316.38	209.29	1.37	31.70	1024.50	1021.38	-1.17	2.81	87.16	124.00	-55.49	9.89	9.89	9.89	4.10	4.75	25.56	33.94	13.754	338.586	105.026	13.929	1025.38	1
EQU	0	30/08/18	22:18:15	//	22:18:16	59.6238	-1.2495	13.93	NaN	1897.60	313.84	209.12	1.37	31.70	1024.70	1021.46	-1.22	2.82	85.86	124.00	-55.43	9.89	9.89	9.89	4.57	4.69	25.56	33.94	13.797	338.778	105.195	13.977	1024.79	1
EQU	0	30/08/18	22:19:48	//	22:19:48	59.6264	-1.2604	13.96	NaN	1889.90	312.25	209.25	1.37	31.69	1024.50	1021.52	-1.26	2.83	87.64	124.00	-55.42	9.89	9.89	9.89	3.82	4.75	25.56	33.94	13.852	338.568	105.207	14.010	1025.07	1
EQU	0	30/08/18	22:21:20	//	22:21:21	59.6290	-1.2712	14.02	NaN	1886.90	311.48	209.25	1.37	31.68	1024.90	1021.27	-1.33	2.82	86.29	124.00	-55.30	9.89	9.89	9.89	3.88	4.69	25.56	33.94	13.892	337.118	104.890	14.068	1025.03	1
EQU	0	30/08/18	22:22:53	//	22:22:54	59.6317	-1.2820	14.00	NaN	1881.70	310.43	209.20	1.37	31.67	1024.80	1021.46	-1.23	2.86	86.62	124.00	-55.32	9.89	9.89	9.89	4.57	4.62	25.56	34.04	13.768	338.006	105.079	14.030	1025.05	1
STD1	0	30/08/18	22:27:23	//	22:27:24	59.6395	-1.3153	13.40	0.00	5.37	-0.14	-12.75	-0.08	31.66	1024.70	1021.32	-1.21	2.82	91.95	124.00	-54.80	9.89	9.89	9.89	4.99	4.81	25.56	34.04	13.149	342.675	105.097	13.417	1024.84	1
STD2	0	30/08/18	22:31:54	//	22:31:55	59.6467	-1.3474	13.07	189.97	1255.90	189.61	-19.79	-0.12	31.64	1024.70	1021.22	-1.29	2.82	71.88	124.00	-54.84	9.89	9.89	9.89	3.70	4.62	25.56	34.04	12.740	340.770	103.768	13.097	1025.34	1
STD3	0	30/08/18	22:36:24	//	22:36:25	59.6538	-1.3786	12.44	395.35	2258.40	394.01	-23.21	-0.14	31.62	1025.00	1021.26	-1.26	2.85	74.01	124.00	-55.38	9.89	9.89	9.89	3.23	5.06	25.50	34.04	12.150	345.120	103.570	12.447	1025.24	1
STD4	0	30/08/18	22:40:54	//	22:40:55	59.6609	-1.4100	12.22	519.92	2754.70	519.93	-24.83	-0.15	31.61	1024.80	1021.42	-1.20	2.80	78.76	124.00	-55.34	9.89	9.89	9.89	2.18	4.69	25.56	34.15	12.035	351.007	104.900	12.263	1025.02	1
ATM	0	30/08/18	22:45:24	//	22:45:25	59.6681	-1.4408	12.24	NaN	2267.60	396.78	212.37	1.40	31.59	1024.80	1021.32	-1.23	2.82	103.49	124.00	-55.33	9.89	9.89	9.89	4.59	4.81	25.50	34.15	12.060	352.321	105.356	12.290	1025.00	1
